country,designation,points,price,province,region_1,taster_name,taster_twitter_handle,title,variety,winery,year
US,Durell Vineyard,93,41.0,California,Sonoma Coast,Jim Gordon,@gordone_cellars,Loring Wine Company 2020 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Loring Wine Company,[2020]
US,Rancho Santa Rosa Vineyard,93,46.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Flying Goat Cellars 2018 Rancho Santa Rosa Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Flying Goat Cellars,[2018]
US,Unfiltered Estate,89,27.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Silvertip 2020 Unfiltered Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,Silvertip,[2020]
US,Pinpoint Extreme,92,53.0,California,Russian River Valley,Virginie Boone,@vboone,Walt 2019 Pinpoint Extreme Pinot Noir (Russian River Valley),Pinot Noir,Walt,[2019]
US,Aliette,92,41.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,WillaKenzie Estate 2019 Aliette Pinot Noir,Pinot Noir,WillaKenzie Estate,[2019]
US,Freedom Hill Vineyard,92,39.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Purple Hands 2020 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Purple Hands,[2020]
US,Nancy's,92,51.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Stoller 2019 Nancy's Pinot Noir (Dundee Hills),Pinot Noir,Stoller,[2019]
US,Charles Vineyard,90,36.0,California,Anderson Valley,Jim Gordon,@gordone_cellars,The Withers Winery 2019 Charles Vineyard Pinot Noir (Anderson Valley),Pinot Noir,The Withers Winery,[2019]
US,Emmaline Ann Vineyard,90,54.0,California,Sonoma Coast,Virginie Boone,@vboone,Cobb 2018 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Cobb,[2018]
US,Keefer Ranch,91,40.0,California,Russian River Valley,Virginie Boone,@vboone,Failla 2019 Keefer Ranch Pinot Noir (Russian River Valley),Pinot Noir,Failla,[2019]
US,Dichotomy,91,33.0,California,Russian River Valley,Virginie Boone,@vboone,Friedeman 2019 Dichotomy Pinot Noir (Russian River Valley),Pinot Noir,Friedeman,[2019]
France,Mont-Avril,85,17.0,Burgundy,Côte Chalonnaise,Roger Voss,@vossroger,Domaine Michel Goubard 2020 Mont-Avril  (Côte Chalonnaise),Pinot Noir,Domaine Michel Goubard,[2020]
US,Lorna Marie,92,64.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Patton Valley 2016 Lorna Marie Pinot Noir (Willamette Valley),Pinot Noir,Patton Valley,[2016]
US,West Block,92,50.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Patton Valley 2016 West Block Pinot Noir (Willamette Valley),Pinot Noir,Patton Valley,[2016]
US,Winderlea Vineyard,92,86.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Adelsheim 2016 Winderlea Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Adelsheim,[2016]
US,Chehalem Mountain Vineyard,90,54.0,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Beacon Hill 2019 Chehalem Mountain Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Beacon Hill,[2019]
France,Galets Oligocène,90,34.0,Alsace,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine Bott-Geyl 2018 Galets Oligocène Pinot Noir (Alsace),Pinot Noir,Domaine Bott-Geyl,[2018]
US,Rio Vista Vineyard,90,40.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,West of Temperance 2018 Rio Vista Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,West of Temperance,[2018]
US,Estate,90,34.0,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Carabella 2019 Estate Pinot Noir (Chehalem Mountains),Pinot Noir,Carabella,[2019]
US,Atração,87,21.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Coelho 2020 Atração Pinot Noir (Willamette Valley),Pinot Noir,Coelho,[2020]
US,i,87,31.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Amalie Robert 2018 i Pinot Noir (Willamette Valley),Pinot Noir,Amalie Robert,[2018]
US,First Class,88,66.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Benton-Lane 2012 First Class Pinot Noir (Willamette Valley),Pinot Noir,Benton-Lane,[2012]
US,Black Family Estate,88,84.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,The Four Graces 2011 Black Family Estate Pinot Noir (Dundee Hills),Pinot Noir,The Four Graces,[]
US,Family Reserve MMXIV,94,61.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Trisaetum 2020 Family Reserve MMXIV Pinot Noir (Willamette Valley),Pinot Noir,Trisaetum,[2020]
US,Bergström Vineyard,94,53.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Bergström 2021 Bergström Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Bergström,[2021]
US,Shea Vineyard,94,43.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Bergström 2021 Shea Vineyard Pinot Noir,Pinot Noir,Bergström,[2021]
France,En Grands Champs,94,66.0,Loire Valley,Sancerre,Roger Voss,@vossroger,Alphonse Mellot 2020 En Grands Champs  (Sancerre),Pinot Noir,Alphonse Mellot,[2020]
US,Terra De Promissio Vineyard,94,42.0,California,Sonoma Coast,Virginie Boone,@vboone,Williams Selyem 2021 Terra De Promissio Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem,[2021]
US,Emmaline Ann Vineyard,94,52.0,California,Sonoma Coast,Virginie Boone,@vboone,Cobb 2020 Emmaline Ann Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Cobb,[2020]
US,Old Vines,94,43.0,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Dion 2020 Old Vines Pinot Noir (Chehalem Mountains),Pinot Noir,Dion,[2020]
France,Anthocyane,94,43.0,Loire Valley,Sancerre,Roger Voss,@vossroger,Domaine Bernard Fleuriet et Fils 2021 Anthocyane  (Sancerre),Pinot Noir,Domaine Bernard Fleuriet et Fils,[2021]
US,Zéphirine,94,46.0,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,Drouhin Oregon Roserock 2020 Zéphirine Pinot Noir (Eola-Amity Hills),Pinot Noir,Drouhin Oregon Roserock,[2020]
US,Estate Grown,84,23.0,California,Sonoma Mountain,Virginie Boone,@vboone,Belden Barns 2019 Estate Grown Pinot Noir (Sonoma Mountain),Pinot Noir,Belden Barns,[2019]
US,Dierberg,93,41.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Tantara 2021 Dierberg Pinot Noir (Santa Maria Valley),Pinot Noir,Tantara,[2021]
US,Pommard Clone,93,40.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Fess Parker 2021 Pommard Clone Pinot Noir (Sta. Rita Hills),Pinot Noir,Fess Parker,[2021]
US,Points West,93,32.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Piro 2021 Points West Pinot Noir (Santa Maria Valley),Pinot Noir,Piro,[2021]
US,Reserve,93,39.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Point & Line 2021 Reserve Pinot Noir (Sta. Rita Hills),Pinot Noir,Point & Line,[2021]
US,La Encantada,93,42.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Tantara 2021 La Encantada Pinot Noir (Sta. Rita Hills),Pinot Noir,Tantara,[2021]
US,Sexton Hill Vineyard Estate Grown Estate Bottled,92,34.0,California,Russian River Valley,Virginie Boone,@vboone,Balletto 2021 Sexton Hill Vineyard Estate Grown Estate Bottled Pinot Noir (Russian River Valley),Pinot Noir,Balletto,[2021]
US,Holstein Vineyard,89,33.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Purple Hands 2019 Holstein Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Purple Hands,[2019]
US,Scarlett,90,31.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Challen 2020 Scarlett Pinot Noir (Sta. Rita Hills),Pinot Noir,Challen,[2020]
US,Hicks Family Vineyard,88,32.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Apriori 2020 Hicks Family Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Apriori,[2020]
France,Aux Thorey Premier Cru,94,56.0,Burgundy,Nuits-St.-Georges,Roger Voss,@vossroger,David Duband 2020 Aux Thorey Premier Cru  (Nuits-St.-Georges),Pinot Noir,David Duband,[2020]
France,Les Sentiers Premier Cru,94,74.0,Burgundy,Chambolle-Musigny,Roger Voss,@vossroger,David Duband 2020 Les Sentiers Premier Cru  (Chambolle-Musigny),Pinot Noir,David Duband,[2020]
France,Clos des Ursules Premier Cru,94,58.0,Burgundy,Beaune,Roger Voss,@vossroger,Louis Jadot 2020 Clos des Ursules Premier Cru  (Beaune),Pinot Noir,Louis Jadot,[2020]
France,Les Boudots Premier Cru,93,72.0,Burgundy,Nuits-St.-Georges,Roger Voss,@vossroger,Louis Jadot 2020 Les Boudots Premier Cru  (Nuits-St.-Georges),Pinot Noir,Louis Jadot,[2020]
US,Bien Nacido Vineyard,93,33.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Sandler 2021 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Sandler,[2021]
US,Hollister Edna Ranch,93,53.0,California,Edna Valley,Matt Kettmann,@mattkettmann,Tolosa 2021 Hollister Edna Ranch Pinot Noir (Edna Valley),Pinot Noir,Tolosa,[2021]
US,Temperance Hill,92,58.0,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,Bergström 2016 Temperance Hill Pinot Noir (Eola-Amity Hills),Pinot Noir,Bergström,[2016]
US,Inchinnan,92,54.0,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Carabella 2016 Inchinnan Pinot Noir (Chehalem Mountains),Pinot Noir,Carabella,[2016]
US,Reserve,92,50.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Rex Hill 2016 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill,[2016]
US,The Original,88,17.0,California,California,Jim Gordon,@gordone_cellars,Dark Horse 2020 The Original Pinot Noir (California),Pinot Noir,Dark Horse,[2020]
France,La Petite Perrière,85,12.0,France Other,Vin de France,Roger Voss,@vossroger,Saget la Perrière 2022 La Petite Perrière Pinot Noir (Vin de France),Pinot Noir,Saget la Perrière,[2022]
US,Barrel Select,85,29.0,Pennsylvania,Pennsylvania,Susan Kostrzewa,@suskostrzewa,Chaddsford 2011 Barrel Select Pinot Noir (Pennsylvania),Pinot Noir,Chaddsford,[]
US,Steiner Creek Vineyard,92,44.0,California,San Luis Obispo County,Matt Kettmann,@mattkettmann,Presqu'ile 2018 Steiner Creek Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Presqu'ile,[2018]
US,Atavus Vineyard Blanc de Noir,92,55.0,Washington,Columbia Gorge (WA),Sean P. Sullivan,@wawinereport,Analemma 2016 Atavus Vineyard Blanc de Noir Pinot Noir (Columbia Gorge (WA)),Pinot Noir,Analemma,[2016]
US,Reserve,85,15.0,California,California,Jim Gordon,@gordone_cellars,Red Rock 2019 Reserve Pinot Noir (California),Pinot Noir,Red Rock,[2019]
US,Blanc de Noir,84,12.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Cardwell Hill 2020 Blanc de Noir Pinot Noir (Willamette Valley),Pinot Noir,Cardwell Hill,[2020]
US,Natasha,88,41.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Youngberg Hill Vineyards 2015 Natasha Pinot Noir (Willamette Valley),Pinot Noir,Youngberg Hill Vineyards,[2015]
US,Prince Hill Pommard,88,45.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Erath 2016 Prince Hill Pommard Pinot Noir (Dundee Hills),Pinot Noir,Erath,[2016]
US,Guadalupe Vineyard,84,18.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Wildewood 2019 Guadalupe Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Wildewood,[2019]
US,Premier Cuvée,84,49.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Wetzel Estate 2018 Premier Cuvée Pinot Noir (Willamette Valley),Pinot Noir,Wetzel Estate,[2018]
US,Frere Vineyard,90,40.0,California,Russian River Valley,Virginie Boone,@vboone,Peter Paul Wines 2020 Frere Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Peter Paul Wines,[2020]
US,Henry Ayrton's Block Rapley Trail Vineyard,88,56.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2018 Henry Ayrton's Block Rapley Trail Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty,[2018]
France,Petite Chapelle Premier Cru,94,82.0,Burgundy,Gevrey-Chambertin,Roger Voss,@vossroger,Louis Jadot 2015 Petite Chapelle Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Jadot,[2015]
France,Signature,85,19.0,Alsace,Alsace,Roger Voss,@vossroger,Domaine Robert Klingenfus 2016 Signature Pinot Noir (Alsace),Pinot Noir,Domaine Robert Klingenfus,[2016]
France,Château de Chamirey,88,33.0,Burgundy,Mercurey,Roger Voss,@vossroger,Domaines Devillard 2017 Château de Chamirey  (Mercurey),Pinot Noir,Domaines Devillard,[2017]
France,Domaine de la Ferté Premier Cru Servoisine,88,36.0,Burgundy,Givry,Roger Voss,@vossroger,Domaines Devillard 2017 Domaine de la Ferté Premier Cru Servoisine  (Givry),Pinot Noir,Domaines Devillard,[2017]
US,Selection,87,24.0,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,Ransom 2019 Selection Pinot Noir (Eola-Amity Hills),Pinot Noir,Ransom,[2019]
US,Dion,85,40.0,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Erath 2016 Dion Pinot Noir (Chehalem Mountains),Pinot Noir,Erath,[2016]
US,Clonal Series Swan,90,44.0,California,Carneros,Virginie Boone,@vboone,Domaine Carneros 2018 Clonal Series Swan Pinot Noir (Carneros),Pinot Noir,Domaine Carneros,[2018]
US,Private Reserve,90,50.0,California,Sonoma County,Virginie Boone,@vboone,Buena Vista 2018 Private Reserve Pinot Noir (Sonoma County),Pinot Noir,Buena Vista,[2018]
US,La Perla Vineyard,89,39.0,California,Spring Mountain District,Virginie Boone,@vboone,Brick & Mortar 2019 La Perla Vineyard Pinot Noir (Spring Mountain District),Pinot Noir,Brick & Mortar,[2019]
US,Sebastiano Vineyard,89,35.0,California,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Pace 2019 Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Pace,[2019]
US,Signal Ridge Vineyard,90,36.0,California,Mendocino Ridge,Virginie Boone,@vboone,Bravium 2017 Signal Ridge Vineyard Pinot Noir (Mendocino Ridge),Pinot Noir,Bravium,[2017]
US,"Hundred Point, Estate Bottled",84,29.0,California,Anderson Valley,Jim Gordon,@gordone_cellars,"Greenwood Ridge 2019 Hundred Point, Estate Bottled Pinot Noir (Anderson Valley)",Pinot Noir,Greenwood Ridge,[2019]
France,Bistro,84,11.0,France Other,Ile de Beauté,Roger Voss,@vossroger,Barton & Guestier 2017 Bistro Pinot Noir (Ile de Beauté),Pinot Noir,Barton & Guestier,[2017]
France,Bourricot,84,14.0,France Other,Vin de France,Roger Voss,@vossroger,L. Tramier & Fils 2016 Bourricot Pinot Noir (Vin de France),Pinot Noir,L. Tramier & Fils,[2016]
US,Stoller Vineyard,91,36.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Purple Hands 2017 Stoller Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Purple Hands,[2017]
US,Shea Vineyard,91,52.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Ken Wright 2017 Shea Vineyard Pinot Noir,Pinot Noir,Ken Wright,[2017]
US,Redwood's Edge,91,53.0,California,Anderson Valley,Virginie Boone,@vboone,Black Kite 2016 Redwood's Edge Pinot Noir (Anderson Valley),Pinot Noir,Black Kite,[2016]
France,Vieilles Vignes,86,25.0,Burgundy,Bourgogne Hautes Côtes de Nuits,Roger Voss,@vossroger,Manuel Olivier 2018 Vieilles Vignes  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Manuel Olivier,[2018]
France,Buissonnier,86,23.0,Burgundy,Mercurey,Roger Voss,@vossroger,Vignerons de Buxy 2018 Buissonnier  (Mercurey),Pinot Noir,Vignerons de Buxy,[2018]
US,Maple Ranch Estate,86,28.0,Oregon,Rogue Valley,Sean P. Sullivan,@wawinereport,Foris 2018 Maple Ranch Estate Pinot Noir (Rogue Valley),Pinot Noir,Foris,[2018]
US,Siebert Ranch,86,33.0,California,Russian River Valley,Virginie Boone,@vboone,Ancient Oak Cellars 2017 Siebert Ranch Pinot Noir (Russian River Valley),Pinot Noir,Ancient Oak Cellars,[2017]
US,Appellation Series,86,25.0,California,Sonoma Coast,Virginie Boone,@vboone,Benziger 2018 Appellation Series Pinot Noir (Sonoma Coast),Pinot Noir,Benziger,[2018]
US,Nicholas Estate,86,38.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Anam Cara 2011 Nicholas Estate Pinot Noir (Willamette Valley),Pinot Noir,Anam Cara,[]
US,Premier Cuvée,86,47.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Archery Summit 2010 Premier Cuvée Pinot Noir (Dundee Hills),Pinot Noir,Archery Summit,[]
US,Renegade Ridge Estate,85,84.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Archery Summit 2010 Renegade Ridge Estate Pinot Noir (Dundee Hills),Pinot Noir,Archery Summit,[]
France,Blanc de Noirs Brut,91,65.0,Alsace,Alsace,Anne Krebiehl MW,@AnneInVino,Domaine François Schmitt NV Blanc de Noirs Brut Pinot Noir (Alsace),Pinot Noir,Domaine François Schmitt,[]
US,Orsi Vineyard,91,30.0,California,Russian River Valley,Virginie Boone,@vboone,Miro 2020 Orsi Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Miro,[2020]
US,Umino Vineyard,91,37.0,California,Russian River Valley,Virginie Boone,@vboone,Spell 2020 Umino Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Spell,[2020]
US,Nuthouse,88,32.0,Oregon,Eola-Amity Hills,Paul Gregutt,@paulgwine ,Argyle 2020 Nuthouse Pinot Noir (Eola-Amity Hills),Pinot Noir,Argyle,[2020]
France,Clos des Mouches Premier Cru,94,91.0,Burgundy,Beaune,Roger Voss,@vossroger,Joseph Drouhin 2014 Clos des Mouches Premier Cru  (Beaune),Pinot Noir,Joseph Drouhin,[2014]
US,Estate Reserve,84,31.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Wetzel Estate 2016 Estate Reserve Pinot Noir (Willamette Valley),Pinot Noir,Wetzel Estate,[2016]
France,Les Marconnets Premier Cru,89,54.0,Burgundy,Beaune,Roger Voss,@vossroger,Bouchard Aîné & Fils 2011 Les Marconnets Premier Cru  (Beaune),Pinot Noir,Bouchard Aîné & Fils,[]
US,Atração,86,23.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Coelho 2016 Atração Pinot Noir (Willamette Valley),Pinot Noir,Coelho,[2016]
US,Christina's Cuvée,90,31.0,California,North Coast,Jim Gordon,@gordone_cellars,On Point 2020 Christina's Cuvée Pinot Noir (North Coast),Pinot Noir,On Point,[2020]
US,Thornton Vineyard,90,39.0,California,Sonoma Coast,Virginie Boone,@vboone,Acacia 2019 Thornton Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Acacia,[2019]
